188,172142,228553,0,0,8,0,0,0,0,1376697600,1466988015,0,0,1390328460,5
236171,41413,36163,676,1,8,0,0,0,0,1350604800,1473220651,0,1,1390329900,4
236117,148232,223345,676,1,8,0,0,0,0,1371168000,1484193857,0,1,1390330140,4
236120,228860,219279,676,1,86,0,0,0,0,1386115200,1472062719,0,1,1390331160,4
236132,21809,81963,670,1,8,0,0,0,0,1347667200,1492393809,1516966547,1,1390331340,4
236123,113277,10058,238,1,5,29,0,0,0,1360108800,1488714157,1517768948,1,1390331340,4
236129,191624,7827,613,1,8,65,0,0,0,1380240000,1497866237,0,1,1390331340,4
236126,157884,84928,670,1,8,0,0,0,0,1372723200,1471905183,0,1,1390331340,4
236138,170762,117096,40,1,8,0,0,0,0,1376006400,1449986501,0,1,1390331400,4
236141,110267,56077,676,1,8,0,0,0,0,1358899200,1490989888,0,1,1390332000,4
236156,52300,33759,670,0,8,0,0,0,0,1351641600,1491747873,1494953907,1,1390332000,4
236144,168118,164462,670,0,8,0,0,0,0,1375056000,1411832610,0,1,1390332240,4
236150,211714,227602,676,1,8,0,0,0,0,1383955200,1476211336,0,0,1390332300,4
236147,193478,234791,472,0,8,47,0,0,0,1377302400,1452962457,0,1,1390332300,3
236153,66814,126011,0,0,8,0,0,0,0,1353196800,1476827072,0,1,1390332300,3
236114,71117,232790,676,1,8,0,0,0,0,1353283200,1463588348,0,1,1390332600,4
235772,244916,214565,676,1,8,0,0,0,0,1388966400,1479599895,0,1,1390332600,4
235775,109718,53951,112,1,104,113,127,0,0,1358640000,1474599661,0,1,1390332600,4
236111,3743,259331,0,0,8,0,0,0,0,1347235200,1451686880,0,0,1390332600,3
236174,70065,0,676,1,8,0,0,0,0,1351209600,1472245396,0,1,1390332600,3
235778,128323,278457,676,1,8,0,0,0,0,1365811200,1410976823,0,0,1390332600,4
236135,49468,218453,676,1,8,0,0,0,0,1351555200,1486061505,0,1,1390332600,4
235949,136984,198134,0,0,8,0,0,0,0,1367625600,1472263087,0,1,1390332780,3
235769,135795,131172,676,1,8,0,0,0,0,1367539200,1449334608,0,1,1390332780,3
236105,53907,235778,40,1,8,0,0,0,0,1352332800,1422682904,0,0,1390332780,3
235988,37353,233551,676,0,8,0,0,0,0,1350259200,1480807207,0,0,1390332780,4
236087,136858,331051,0,0,8,0,0,0,0,1367625600,1436227340,0,0,1390332780,3
236084,110639,229057,649,1,8,127,127,0,0,1359072000,1439057902,0,0,1390332780,4
236096,240587,11490,220,0,8,32,0,0,0,1388448000,1487923586,0,0,1390332840,4
236090,111521,52349,166,0,8,59,0,0,0,1359331200,1452545759,0,1,1390332840,4
236099,238281,49115,64,0,26,8,56,0,0,1386892800,1489749681,0,1,1390332840,4
236093,240309,273391,112,1,8,0,0,0,0,1388448000,1422234653,0,1,1390332840,3
236108,45885,83514,676,1,8,0,0,0,0,1350950400,1486166341,0,1,1390334340,3
236102,254604,0,616,1,5,0,0,0,0,1388534400,1472585256,0,1,1390334340,4
236162,216837,43274,676,1,8,0,0,0,0,1384819200,1497779691,1495762870,1,1390334700,4
236159,32141,219276,247,1,8,92,95,0,0,1349827200,1488453497,0,0,1390334700,3
236165,176751,222369,238,1,8,5,0,0,0,1377820800,1395007665,0,1,1390334700,3
24215,185557,231969,676,1,8,0,0,0,0,1378857600,1406353858,0,0,1390334760,1
236036,109630,51512,613,1,8,65,0,0,0,1358553600,1492940966,1494611262,1,1390335060,4
236042,199730,8162,0,0,8,0,0,0,0,1381795200,1492229001,0,0,1390335060,4
236039,100347,223956,676,1,8,0,0,0,0,1355788800,1476050234,0,1,1390335060,4
236045,144693,0,0,0,8,0,0,0,0,1370044800,1402114760,0,0,1390339740,3
236051,105995,220429,670,1,8,0,0,0,0,1357257600,1481919217,0,1,1390340760,4
236054,81686,220427,676,1,8,0,0,0,0,1353715200,1394116243,0,1,1390340760,3
236057,85730,60783,0,0,8,5,0,0,0,1352851200,1492249285,0,1,1390340760,4
236048,113354,218285,40,0,8,92,95,0,0,1360195200,1471847434,0,1,1390340760,3
236060,117451,220701,238,0,5,8,0,0,0,1350864000,1477058286,0,1,1390386780,3
236066,175183,3821,40,1,8,0,0,0,0,1377648000,1494048826,0,0,1390386780,4
236063,43604,218494,40,0,8,0,0,0,0,1350518400,1483176120,0,1,1390386780,4
235991,160442,15690,676,0,8,0,0,0,0,1372982400,1498603501,0,1,1390387080,4
236069,11301,232644,613,0,8,65,0,0,0,1347321600,1423473124,0,1,1390387080,3
236033,130589,5905,40,0,8,0,0,0,0,1366848000,1497139148,0,1,1390387320,3
236030,107701,5997,676,0,8,0,0,0,0,1357689600,1499127993,1494267274,1,1390387320,3
236081,34939,53288,0,0,8,0,0,0,0,1350172800,1492122792,0,1,1390387620,3
236024,112177,41905,40,0,8,0,0,0,0,1359590400,1497086942,1494748265,1,1390387620,3
235997,39145,219326,0,0,5,8,0,0,0,1350432000,1466319960,0,0,1390387620,3
236027,186816,220843,0,0,8,0,0,0,0,1379116800,1451291428,0,0,1390387620,3
236168,164035,13937,0,0,5,0,0,0,0,1373414400,1492189297,0,1,1390387620,3
236078,211727,228493,112,0,8,0,0,0,0,1383955200,1472732224,0,0,1390388280,3
236075,169840,218537,0,0,8,14,0,0,0,1375660800,1454511010,0,1,1390388400,4
236072,215996,0,0,0,8,0,0,0,0,1379462400,1412692670,0,0,1390388640,3
236021,158062,152454,235,1,8,0,0,0,0,1372723200,1492269314,0,1,1390388880,4
236000,108749,219884,0,0,8,0,0,0,0,1358121600,1492885815,0,0,1390388880,3
236003,189904,218985,238,0,5,0,0,0,0,1379808000,1482439043,0,1,1390388880,3
235994,169549,5932,676,1,8,0,0,0,0,1375574400,1491758229,0,1,1390388880,3
236018,80171,146583,238,0,8,5,0,0,0,1353542400,1442125626,0,0,1390389180,3
236006,102787,219985,220,0,8,32,0,0,0,1352937600,1470748686,0,1,1390389180,3
236015,21179,221310,670,0,8,0,0,0,0,1347580800,1471801002,0,0,1390389180,3
236012,193721,103337,616,1,8,0,0,0,0,1380499200,1496572887,1496418344,1,1390389180,4
236009,45966,151427,616,1,8,32,53,0,0,1351036800,1484436776,1497971908,1,1390389180,4
235781,43340,220848,676,1,8,0,0,0,0,1350691200,1446931565,0,1,1390389360,3
235784,109268,219273,247,0,8,92,95,0,0,1358380800,1440938527,0,1,1390389360,3
235823,179028,939,676,1,8,0,0,0,0,1377820800,1490748047,1495562089,0,1390465200,3
235844,151652,111221,40,1,104,0,0,0,0,1371945600,1479799649,0,1,1390466580,3
235907,196331,1899,0,0,8,0,0,0,0,1381190400,1494235048,0,0,1390471140,3
235910,35365,172282,442,0,8,0,0,0,0,1350172800,1465151913,0,0,1390471980,4
235958,158713,53033,676,1,8,0,0,0,0,1372809600,1485985324,0,1,1390474080,4
235967,36035,216476,670,1,8,0,0,0,0,1350259200,1482391830,0,1,1390474080,4
235970,239357,219374,0,0,8,0,0,0,0,1388361600,1478400262,0,1,1390474080,3
235913,202033,232492,0,0,8,0,0,0,0,1382227200,1488487309,0,0,1390474080,3
235982,110562,76296,676,1,8,0,0,0,0,1359072000,1472184631,0,0,1390474080,3
235964,93854,218504,676,1,8,0,0,0,0,1355356800,1465189636,0,1,1390474080,3
235973,157460,13353,40,1,8,0,0,0,0,1372636800,1492134367,0,1,1390474080,4
235961,206433,160138,0,0,8,0,0,0,0,1382918400,1471837796,0,1,1390474080,4
235976,35398,37729,40,0,8,0,0,0,0,1350172800,1488175280,1497485122,1,1390474080,4
235916,247927,224803,676,1,8,0,0,0,0,1389484800,1450499920,0,1,1390474080,3
235979,68878,219611,0,0,8,0,0,0,0,1353283200,1482301674,0,1,1390474080,3
235985,218341,219876,112,1,8,0,0,0,0,1384992000,1484200562,0,1,1390474620,3
235955,115154,24898,670,1,8,0,0,0,0,1352246400,1489579185,0,1,1390474620,4
235952,77179,222271,676,1,8,0,0,0,0,1351123200,1490058224,0,1,1390474620,4
235946,70244,218102,322,1,86,0,0,0,0,1350518400,1445834960,0,1,1390474620,3
235943,167125,219050,0,0,8,0,0,0,0,1374278400,1468290749,0,0,1390484040,4
235940,78037,64265,613,1,8,65,77,0,0,1353196800,1492204363,0,1,1390523520,3
235937,208198,27920,676,1,8,0,0,0,0,1383091200,1491866536,0,1,1390524060,4
235847,254400,218759,0,0,8,0,0,0,0,1390435200,1441130755,0,1,1390551300,3
235850,7658,225359,0,0,8,0,0,0,0,1347321600,1455444932,0,1,1390551660,4
235469,32971,220688,676,0,8,0,0,0,0,1350000000,1484516450,0,1,1390552080,3
235649,189853,225433,313,1,8,32,50,0,0,1375920000,1444831828,0,1,1390552080,3
235688,90468,21072,40,1,8,0,0,0,0,1354406400,1494127889,1494730523,1,1390552080,4
235856,159939,220404,676,1,8,0,0,0,0,1372896000,1485550743,0,0,1390552080,3
235472,116668,148957,676,1,8,0,0,0,0,1360886400,1486210668,0,1,1390552080,4
235691,231061,161918,670,0,8,0,0,0,0,1386547200,1482790034,0,1,1390552080,4
235904,3005,218106,505,1,8,77,0,0,0,1347235200,1466325676,0,1,1390554360,3
235901,159973,33969,670,0,8,0,0,0,0,1372896000,1487976157,0,1,1390563180,4
235898,87240,218700,613,0,8,0,0,0,0,1353283200,1481966333,0,1,1390563480,4
235895,96649,56249,676,1,8,0,0,0,0,1351036800,1490942326,0,1,1390563540,4
235892,206088,218613,235,1,8,0,0,0,0,1382832000,1412720261,0,1,1390564260,4
235889,36877,218447,322,1,8,0,0,0,0,1350259200,1454050700,0,1,1390564440,3
235886,245142,203930,676,1,8,0,0,0,0,1389052800,1499910011,0,1,1390567800,4
235883,21482,15914,139,0,26,0,0,0,0,1347580800,1493233062,0,1,1390574940,4
235880,221570,160294,676,1,8,0,0,0,0,1385251200,1482425000,0,1,1390575120,3
235877,36716,0,676,0,8,0,0,0,0,1350259200,1502508185,0,1,1390575960,3
235871,130440,161198,0,0,8,0,0,0,0,1366761600,1491258596,0,0,1390577040,4
235874,219615,220528,112,1,8,0,0,0,0,1385078400,1408230073,0,1,1390577040,3
235868,72717,222172,0,0,127,0,0,0,0,1350691200,1474417494,0,0,1390577820,3
235862,219531,218486,676,0,8,0,0,0,0,1385078400,1477345742,0,1,1390586280,3
235865,22610,67421,238,1,8,5,0,0,0,1347753600,1492189713,0,1,1390586280,3
235853,76857,33503,676,0,8,0,0,0,0,1353283200,1500075750,1494520608,1,1390586340,3
235859,233992,31509,112,1,8,0,0,0,0,1387152000,1491593914,0,1,1390586340,4
235934,227035,221990,676,1,8,0,0,0,0,1385769600,1451807878,0,0,1390586400,3
235931,35458,8497,235,1,8,26,0,0,0,1350172800,1499168861,1494682369,1,1390586580,4
235928,168097,216298,670,1,8,0,0,0,0,1375056000,1485080196,0,1,1390587000,4
235700,188346,27899,676,0,8,26,47,0,0,1379462400,1492037851,0,1,1390587480,4
235697,151227,218222,238,1,8,5,0,0,0,1371859200,1485037829,0,1,1390587540,4
235694,164768,53176,613,1,65,8,0,0,0,1373587200,1483901651,0,1,1390587840,4
235757,60733,30563,238,1,5,8,0,0,0,1353024000,1492195512,1494396310,1,1390588080,3
235763,63725,57828,676,1,8,0,0,0,0,1353110400,1485195579,0,1,1390588320,3
235832,201077,215820,676,1,8,0,0,0,0,1382054400,1484548414,0,0,1390605360,3
235829,126832,218126,676,1,8,0,0,0,0,1365206400,1485620893,0,1,1390605420,4
235766,200118,195341,676,0,8,0,0,0,0,1381104000,1466999623,0,1,1390605420,4
235826,4918,100056,676,1,8,127,0,0,0,1347321600,1482556131,0,1,1390641600,4
235820,62443,255060,238,1,5,8,0,0,0,1353110400,1444417611,0,1,1390670820,4
235787,197539,195573,670,0,8,0,0,0,0,1381449600,1497073090,0,1,1390671840,3
235817,138059,24412,676,0,8,0,0,0,0,1367798400,1492918942,0,1,1390693500,3
235814,216232,52909,0,0,8,0,0,0,0,1384819200,1477661074,0,0,1390732620,3
235808,8183,6096,40,1,8,0,0,0,0,1347321600,1493903298,0,1,1390732620,4
235811,213497,196527,676,1,8,0,0,0,0,1384387200,1499659316,0,1,1390732620,4
235805,108942,228278,670,1,8,0,0,0,0,1358208000,1426964040,0,1,1390757940,4
235802,250330,132488,322,1,8,0,0,0,0,1389916800,1483584189,0,1,1390766700,4
235796,111110,0,676,1,8,0,0,0,0,1359244800,1402802007,0,0,1390766700,3
235793,67786,0,472,1,8,47,65,0,0,1353196800,1437590296,0,1,1390766700,3
235799,110963,154429,670,1,8,0,0,0,0,1359158400,1427141282,0,1,1390766700,3
235790,146390,72063,676,1,8,0,0,0,0,1370649600,1493606738,0,1,1390859520,3
235703,244116,99867,112,1,8,32,38,0,0,1388880000,1462934052,0,1,1390878180,4
235706,44407,0,112,0,8,0,0,0,0,1350864000,1465136257,0,0,1390899060,3
235709,164948,219113,40,1,8,0,0,0,0,1373673600,1480762871,0,1,1390899660,4
235712,52549,259155,676,0,8,0,0,0,0,1352073600,1441226976,0,1,1390930740,4
235925,33650,80267,676,1,8,0,0,0,0,1350000000,1468870741,1494704074,1,1390932960,4
235922,62216,281745,238,0,5,8,0,0,0,1353110400,1427168674,0,0,1390935900,4
235919,120743,219737,238,0,8,5,0,0,0,1361836800,1480428645,0,1,1390998780,4
235841,250449,144483,676,1,8,0,0,0,0,1390003200,1459527579,0,1,1390998900,4
235838,208688,42976,166,1,8,59,5,0,0,1383091200,1499955685,0,0,1391022720,3
235835,251088,135208,217,0,8,71,0,0,0,1390176000,1480199457,0,0,1391075160,3
235760,61480,221676,0,0,8,0,0,0,0,1352419200,1468803283,0,1,1391075700,3
235754,82630,4797,0,0,8,0,0,0,0,1353888000,1487454946,0,0,1391075700,4
235751,236420,219339,670,1,8,0,0,0,0,1387756800,1479512652,0,1,1391075700,3
235748,116953,221741,40,1,8,0,0,0,0,1360886400,1482764830,0,1,1391076000,4
235745,251731,219222,676,1,8,0,0,0,0,1390262400,1453748563,0,1,1391076420,3
